ACES,BP,BPOF,DF,FS,FSOF,ID_P,RPW,RPWOF,TPW,W1S,W1SOF,WIS,NAME_P
1.8712215423583984,2.493896961212158,6.858378410339356,1.8723571300506592,48.00064086914063,65.46820068359375,918,28.679203033447266,76.06298065185547,71.69631958007812,34.28497314453125,48.00064086914063,8.732148170471191,Teimuraz Gabashvili
8.038058280944824,1.1497366428375244,3.4481358528137207,0.0011067794403061269,49.38037872314453,79.24321746826172,791,24.12120246887207,76.94816589355469,70.06348419189453,33.30554962158203,49.38037872314453,12.636412620544435,Andreas Seppi
1.8197021484375,2.7274279594421387,3.638197422027588,7.2723121643066415,41.82487106323242,75.4651107788086,961,20.915611267089844,58.19971466064453,56.3829231262207,25.461780548095703,41.82487106323242,10.005295753479004,Guillermo Garcia-Lopez
13.3346586227417,0.0007935324683785439,0.002349892398342489,8.482499122619629,32.741912841796875,60.62479782104492,468,16.97513771057129,63.04576873779297,54.5645751953125,27.8882999420166,32.741912841796875,9.701028823852539,Feliciano Lopez
4.775437831878662,1.3645882606506348,8.863825798034668,0.6826815009117126,47.05410385131836,75.6963882446289,1266,27.960834503173828,75.6995849609375,76.37821960449219,35.45936584472656,47.05410385131836,12.958003044128418,Sergiy Stakhovsky
4.546893119812012,6.362300395965576,10.908446311950684,1.8201124668121336,36.3743782043457,58.198280334472656,672,39.9998893737793,75.46735382080078,77.28314971923828,25.463134765625,36.3743782043457,11.820066452026367,Fernando Verdasco
6.9415526390075675,1.983747720718384,4.9597578048706055,4.957375526428223,44.63517761230469,80.33650207519531,875,25.78835105895996,68.44265747070311,71.4128189086914,29.756549835205078,44.63517761230469,15.86778736114502,Mischa Zverev
2.5677330493927,1.9266064167022705,8.985099792480469,0.6439166069030762,39.15620040893555,67.39973449707031,4010,26.960895538330078,74.45413970947266,66.11653137207031,23.11116600036621,39.15620040893555,16.044408798217773,Gilles Simon
0.002969149732962251,1.1501834392547607,3.4490845203399663,6.8876051902771,43.645843505859375,67.76708984375,75,20.68194007873535,67.77091979980469,60.88440704345703,28.715219497680664,43.645843505859375,11.487150192260742,Mikhail Youzhny
1.5608437061309814,1.5598665475845337,5.456583023071289,0.7805659174919128,48.31840133666992,73.26210021972656,678,21.82699584960937,65.47499847412111,65.47731781005861,31.177230834960927,48.31840133666992,12.473026275634766,Philipp Kohlschreiber
2.8534939289093018,1.898977518081665,3.799149036407471,7.586957454681396,39.85743713378906,77.80159759521484,650,22.77930450439453,67.37779235839844,69.27400970458984,27.523813247680664,39.85743713378906,18.9704704284668,Julien Benneteau
3.6367576122283936,6.058718681335449,8.486708641052246,2.426185607910156,42.4380111694336,60.639404296875,4067,30.31044960021973,58.21739959716797,70.32890319824219,26.6777286529541,42.4380111694336,13.340184211730955,Fabio Fognini
0.00850792694836855,1.679833173751831,1.6851152181625366,0.0014099653344601393,38.61693572998047,67.14717102050781,3492,13.448034286499025,50.389122009277344,31.948760986328125,10.102359771728516,38.61693572998047,8.398048400878906,Denis Istomin
3.4488430023193364,1.1505063772201538,5.742739200592041,4.592898368835449,25.29087829589844,62.03668975830078,563,21.82942771911621,67.76838684082031,57.4465446472168,19.539003372192386,25.29087829589844,16.078107833862305,Paul-Henri Mathieu
1.1543247699737549,1.1531527042388916,1.1627347469329834,2.295793056488037,29.886327743530273,52.85298538208008,1035,22.988176345825195,67.77703094482422,52.87311553955078,18.399211883544922,29.886327743530273,11.48573112487793,Marcel Granollers
5.138155937194824,3.849491834640503,14.107885360717773,2.56667423248291,35.953128814697266,61.63256072998047,831,50.0221176147461,105.19677734375,96.23434448242188,32.09210205078125,35.953128814697266,14.119115829467773,Tomas Berdych
0.003659534500911832,0.008940872736275196,2.1965720653533936,1.093092679977417,36.0348014831543,60.042762756347656,838,22.93558692932129,74.2013931274414,57.87410354614258,22.933332443237305,36.0348014831543,12.005178451538086,Daniel Gimeno-Traver
5.459618091583252,2.1830885410308842,7.6363463401794425,5.4520134925842285,34.930648803710945,62.20513916015625,7043,28.365840911865234,75.27696228027344,74.18992614746094,30.55474853515625,34.930648803710945,15.269251823425293,Jeremy Chardy
10.572287559509276,0.7038633823394775,1.4107576608657837,5.628626823425293,28.187946319580078,52.121826171875,655,13.38176441192627,52.825927734375,51.41973876953125,26.06644630432129,28.187946319580078,11.971237182617188,Ivo Karlovic
0.005168153904378414,5.449522972106934,8.182601928710938,0.009266559965908527,50.45132827758789,87.26533508300781,673,30.007282257080078,57.329490661621094,85.90711975097656,38.17124557495117,50.45132827758789,17.727375030517578,David Ferrer
5.236327171325684,1.7465190887451172,4.367495536804198,2.619645118713379,26.226104736328125,55.907508850097656,2123,22.698665618896484,67.22073364257811,61.99315643310547,22.712839126586914,26.226104736328125,16.581270217895508,Paolo Lorenzi
1.079272985458374,1.5968115329742432,7.444649696350098,1.5994594097137451,27.19147682189941,49.55231857299805,7295,23.95155334472656,66.01173400878906,55.38629150390625,19.195940017700195,27.19147682189941,12.238290786743164,Viktor Troicki
8.099540710449219,1.8713451623916624,3.747422695159912,3.739590883255005,31.81622695922852,57.38372039794922,578,26.806509017944336,69.83250427246094,62.36368942260742,24.32753944396973,31.81622695922852,11.22963809967041,Nicolas Mahut
2.303208112716675,3.4447054862976074,8.037727355957031,3.446437120437622,41.36051559448242,66.63465118408203,4146,32.151256561279304,76.94231414794922,78.08943176269531,33.304027557373054,41.36051559448242,12.634147644042967,Lukas Rosol
8.745573043823242,3.2704360485076904,3.281485319137573,1.0976169109344482,31.6863956451416,68.76758575439453,4061,21.83724975585937,56.80035400390625,70.950439453125,25.13094139099121,31.6863956451416,23.980695724487305,Sam Querrey
2.9140136241912837,0.006399450358003378,2.92084002494812,7.258978843688965,46.56269454956055,81.46818542480469,6691,17.487773895263672,61.1596908569336,56.80962371826172,26.21562767028809,46.56269454956055,13.105436325073242,Albert Ramos-Vinolas
